INCIDENT NUMBER,INCIDENT REGION,RESPONSE TYPE,INCIDENT START DATE,INCIDENT START TIME,SUBJECT NUMBER,SUBJECT GENDER,SUBJECT AGE,SUBJECT STATE,SUBJECT COUNTRY,ACTIVITY,SITUATION,LOCATION FOUND LATITUDE,LOCATION FOUND LONGITUDE,LOCATION FOUND ELEVATION,FOUND IN SEARCH AREA,TECHNIQUE,NUMBER OF RANGERS INVOLVED,OTHER AGENCY INVOLVEMENT,LAST KNOWN POINT LAND CLASS,LAST KNOWN POINT STATE LAND NAME,LAST KNOWN POINT COUNTY,LAST KNOWN POINT MUNICIPALITY,INCIDENT ADIRONDACK PARK,INCIDENT CATSKILL PARK,INCIDENT CLOSED DATE,INCIDENT CLOSED TIME,NYS Municipal Boundaries,New York Zip Codes,Location,Counties
NY-2017-WS-169,3,Recovery,7/18/2017,6:53 AM,1,M,48,NY,US,Hiking,Injured,41.44332,-73.9764,334,TRUE,Carry out by foot; Technical Rope; Vehicle/boat evacuation,11,TRUE,OPRHP State Land,Hudson Highlands State Park - Breakneck Ridge,PUTNAM,PHILIPSTOWN,FALSE,FALSE,7/19/2017,4:00 AM,100,1203,POINT (-73.97640000000001 41.44332),627
NY-2017-WS-168,4,Search,7/18/2017,5:49 AM,6,F,42,CT,US,Hiking,Lost,42.19858,-74.02985,2015,FALSE,Assist/own power,1,FALSE,Forest Preserve,Kaaterskill Wild Forest,GREENE,HUNTER,FALSE,TRUE,7/18/2017,7:45 AM,760,256,POINT (-74.02985 42.19858),2087
NY-2017-WS-168,4,Search,7/18/2017,5:49 AM,8,M,21,NY,US,Hiking,Lost,42.19858,-74.02985,2015,FALSE,Assist/own power,1,FALSE,Forest Preserve,Kaaterskill Wild Forest,GREENE,HUNTER,FALSE,TRUE,7/18/2017,7:45 AM,760,256,POINT (-74.02985 42.19858),2087
NY-2017-WS-168,4,Search,7/18/2017,5:49 AM,4,M,44,PA,US,Hiking,Lost,42.19858,-74.02985,2015,TRUE,Assist/own power,1,FALSE,Forest Preserve,Kaaterskill Wild Forest,GREENE,HUNTER,FALSE,TRUE,7/18/2017,7:45 AM,760,256,POINT (-74.02985 42.19858),2087
NY-2017-WS-168,4,Search,7/18/2017,5:49 AM,2,M,15,PA,US,Hiking,Lost,42.19858,-74.02985,2015,TRUE,Assist/own power,1,FALSE,Forest Preserve,Kaaterskill Wild Forest,GREENE,HUNTER,FALSE,TRUE,7/18/2017,7:45 AM,760,256,POINT (-74.02985 42.19858),2087
NY-2017-WS-168,4,Search,7/18/2017,5:49 AM,5,M,57,CT,US,Hiking,Lost,42.19858,-74.02985,2015,FALSE,Assist/own power,1,FALSE,Forest Preserve,Kaaterskill Wild Forest,GREENE,HUNTER,FALSE,TRUE,7/18/2017,7:45 AM,760,256,POINT (-74.02985 42.19858),2087
NY-2017-WS-168,4,Search,7/18/2017,5:49 AM,3,F,10,PA,US,Hiking,Lost,42.19858,-74.02985,2015,TRUE,Assist/own power,1,FALSE,Forest Preserve,Kaaterskill Wild Forest,GREENE,HUNTER,FALSE,TRUE,7/18/2017,7:45 AM,760,256,POINT (-74.02985 42.19858),2087
NY-2017-WS-168,4,Search,7/18/2017,5:49 AM,1,M,18,CT,US,Hiking,Lost,42.19858,-74.02985,2015,TRUE,Assist/own power,1,FALSE,Forest Preserve,Kaaterskill Wild Forest,GREENE,HUNTER,FALSE,TRUE,7/18/2017,7:45 AM,760,256,POINT (-74.02985 42.19858),2087
NY-2017-WS-168,4,Search,7/18/2017,5:49 AM,7,M,46,PA,US,Hiking,Lost,42.19858,-74.02985,2015,FALSE,Assist/own power,1,FALSE,Forest Preserve,Kaaterskill Wild Forest,GREENE,HUNTER,FALSE,TRUE,7/18/2017,7:45 AM,760,256,POINT (-74.02985 42.19858),2087
NY-2017-WS-167,4,Search,7/18/2017,5:07 AM,1,M,26,PA,US,Hiking,Lost,42.06193,-74.95476,2156,TRUE,Assist/own power,1,TRUE,Forest Preserve,Delaware Wild Forest,DELAWARE,COLCHESTER,FALSE,TRUE,7/18/2017,9:00 AM,571,385,POINT (-74.95476 42.06193),2039
NY-2017-WS-166,5,Rescue,7/18/2017,3:32 AM,1,M,36,IL,US,Climbing:Rock/Ice,Injured,44.2241,-73.87167,2375,TRUE,Carry out by foot,6,TRUE,Forest Preserve,HIgh Peaks Wilderness,ESSEX,KEENE,TRUE,FALSE,7/18/2017,6:00 AM,442,271,POINT (-73.87167 44.2241),2084
NY-2017-WS-165,9,Rescue,7/17/2017,7:25 AM,1,F,25,NY,US,Hiking,Stranded,42.44663,-78.89897,900,TRUE,High Angle; Technical Rope,2,TRUE,Other DEC Land,Zoar Valley,CATTARAUGUS,PERSIA,FALSE,FALSE,7/17/2017,11:30 AM,344,525,POINT (-78.89897 42.44663),2041
NY-2017-WS-164,5,Search,7/16/2017,6:17 AM,4,M,21,NY,US,Hiking,Lost,44.29875,-74.0219,1960,TRUE,Assist/own power,3,TRUE,Forest Preserve,McKenzie Mountain Wilderness,ESSEX,NORTH ELBA,TRUE,FALSE,7/16/2017,9:06 AM,430,303,POINT (-74.0219 44.29875),2084
NY-2017-WS-164,5,Search,7/16/2017,6:17 AM,1,M,49,NY,US,Hiking,Lost,44.29875,-74.0219,1960,TRUE,Assist/own power,3,TRUE,Forest Preserve,McKenzie Mountain Wilderness,ESSEX,NORTH ELBA,TRUE,FALSE,7/16/2017,9:06 AM,430,303,POINT (-74.0219 44.29875),2084
NY-2017-WS-164,5,Search,7/16/2017,6:17 AM,3,M,23,NY,US,Hiking,Lost,44.29875,-74.0219,1960,TRUE,Assist/own power,3,TRUE,Forest Preserve,McKenzie Mountain Wilderness,ESSEX,NORTH ELBA,TRUE,FALSE,7/16/2017,9:06 AM,430,303,POINT (-74.0219 44.29875),2084
NY-2017-WS-164,5,Search,7/16/2017,6:17 AM,2,F,42,NY,US,Hiking,Lost,44.29875,-74.0219,1960,TRUE,Assist/own power,3,TRUE,Forest Preserve,McKenzie Mountain Wilderness,ESSEX,NORTH ELBA,TRUE,FALSE,7/16/2017,9:06 AM,430,303,POINT (-74.0219 44.29875),2084
NY-2017-WS-163,5,Search,7/15/2017,2:30 AM,1,F,,NY,US,Hiking,Lost,43.79354,-74.27182,1690,TRUE,Assist/own power,1,TRUE,Forest Preserve,Blue Mt. Wild Forest,HAMILTON,INDIAN LAKE,TRUE,FALSE,7/15/2017,3:10 AM,867,103,POINT (-74.27182 43.79354),622
NY-2017-WS-162,5,Rescue,7/15/2017,2:06 AM,1,F,52,CT,US,Hiking,Injured,44.21555,-73.86347,3850,TRUE,Assist/own power; Carry out by foot,13,TRUE,Forest Preserve,High Peaks,ESSEX,NORTH ELBA,TRUE,FALSE,7/15/2017,7:00 AM,442,271,POINT (-73.86347 44.21555),2084
NY-2017-WS-161,5,Rescue,7/13/2017,3:51 AM,1,M,55,PA,US,Hiking,Injured,44.07682,-73.51985,3750,FALSE,Aircraft evacuation,2,TRUE,Forest Preserve,High Peaks Wilderness,ESSEX,KEENE,TRUE,FALSE,7/13/2017,9:00 AM,439,341,POINT (-73.51985 44.07682),2084
NY-2017-WS-160,5,Search,7/12/2017,7:57 AM,1,M,36,NY,US,Hiking,Overdue,44.07667,-74.08682,1954,TRUE,Assist/own power,3,FALSE,Forest Preserve,Western High Peaks Wilderness,ESSEX,NEWCOMB,TRUE,FALSE,7/12/2017,10:18 AM,438,,POINT (-74.08682 44.07667),2084
NY-2017-WS-160,5,Search,7/12/2017,7:57 AM,3,M,36,NY,US,Hiking,Overdue,44.07667,-74.08682,1954,TRUE,Assist/own power,3,FALSE,Forest Preserve,Western High Peaks Wilderness,ESSEX,NEWCOMB,TRUE,FALSE,7/12/2017,10:18 AM,438,,POINT (-74.08682 44.07667),2084
NY-2017-WS-160,5,Search,7/12/2017,7:57 AM,2,M,37,NY,US,Hiking,Overdue,44.07667,-74.08682,1954,TRUE,Assist/own power,3,FALSE,Forest Preserve,Western High Peaks Wilderness,ESSEX,NEWCOMB,TRUE,FALSE,7/12/2017,10:18 AM,438,,POINT (-74.08682 44.07667),2084
NY-2017-WS-159,5,Rescue,7/11/2017,5:38 AM,1,F,15,NY,US,Hiking,Injured,43.87226,-74.40095,3750,FALSE,Vehicle/boat evacuation,1,TRUE,Forest Preserve,Blue Mountain Wild Forest,HAMILTON,LONG LAKE,TRUE,FALSE,7/11/2017,7:15 AM,867,790,POINT (-74.40095 43.87226),622
NY-2017-WS-158,5,Rescue,7/10/2017,8:48 AM,1,M,56,NY,US,Hiking,Injured,44.18898,-73.81609,1527,FALSE,Assist/own power,4,TRUE,Forest Preserve,High Peaks Wilderness,ESSEX,KEENE,TRUE,FALSE,7/10/2017,9:30 AM,442,272,POINT (-73.81609 44.18898),2084
NY-2017-WS-157,5,Recovery,7/10/2017,7:59 AM,1,M,66,NY,US,Boating,Injured,44.28943,-74.16431,1504,TRUE,Dive Team,7,TRUE,Forest Preserve,Saranac Lake Wild Forest,FRANKLIN,HARRIETSTOWN,TRUE,FALSE,7/11/2017,11:26 AM,183,303,POINT (-74.16431 44.28943),621
NY-2017-WS-155,6,Rescue,7/9/2017,11:01 AM,1,F,59,NY,US,Horseback riding,Injured,43.76625,-75.28738,909,TRUE,Carry out by foot,3,TRUE,Forest Preserve,Otter Creek Horse Trails,LEWIS,WATSON,TRUE,FALSE,7/9/2017,12:39 PM,611,555,POINT (-75.28738 43.76625),623
NY-2017-WS-154,5,Search,7/8/2017,9:05 AM,3,M,57,NY,US,Hiking,Overdue,43.69136,-73.57415,615,TRUE,Assist/own power,4,TRUE,Forest Preserve,Lake George Wild Forest,WARREN,HAGUE,TRUE,FALSE,7/9/2017,5:25 AM,823,152,POINT (-73.57415 43.69136),2183
NY-2017-WS-154,5,Search,7/8/2017,9:05 AM,1,M,27,NY,US,Hiking,Overdue,43.69136,-73.57415,615,TRUE,Assist/own power,4,TRUE,Forest Preserve,Lake George Wild Forest,WARREN,HAGUE,TRUE,FALSE,7/9/2017,5:25 AM,823,152,POINT (-73.57415 43.69136),2183
NY-2017-WS-154,5,Search,7/8/2017,9:05 AM,2,M,10,NY,US,Hiking,Overdue,43.69136,-73.57415,615,TRUE,Assist/own power,4,TRUE,Forest Preserve,Lake George Wild Forest,WARREN,HAGUE,TRUE,FALSE,7/9/2017,5:25 AM,823,152,POINT (-73.57415 43.69136),2183
NY-2017-WS-153,5,Rescue,7/8/2017,1:05 AM,1,M,27,IL,US,Hiking,Injured,43.59816,-73.69738,1380,TRUE,Carry out by foot; Vehicle/boat evacuation,3,TRUE,Forest Preserve,Lake George Wild Forest,WARREN,BOLTON,TRUE,FALSE,7/8/2017,2:13 AM,826,801,POINT (-73.69738 43.59816),2183
NY-2017-WS-152,4,Search,7/8/2017,11:01 AM,1,F,75,NY,US,Walking,Missing,42.8763,-74.34255,712,TRUE,Vehicle/boat evacuation,4,TRUE,Private Land,Private Land,MONTGOMERY,GLEN,FALSE,FALSE,7/8/2017,2:10 AM,492,1221,POINT (-74.34255 42.8763),624
NY-2017-WS-151,5,Search,7/8/2017,7:00 AM,1,M,69,NY,US,Motor vehicle,Missing,43.01657,-73.6465,376,TRUE,Vehicle/boat evacuation,6,TRUE,Other Municipal Land,State Highway,RENSSELAER,SCHAGHTICOKE,FALSE,FALSE,7/8/2017,1:47 AM,995,1415,POINT (-73.6465 43.01657),2141
NY-2017-WS-150,5,Search,7/6/2017,5:05 AM,2,F,20,NY,US,Hiking,Lost,43.52342,-73.59384,1900,TRUE,Assist/own power,2,FALSE,Forest Preserve,Lake George Wild Forest,WASHINGTON,FORT ANN,TRUE,FALSE,7/6/2017,8:30 AM,727,91,POINT (-73.59384 43.52342),2184
NY-2017-WS-150,5,Search,7/6/2017,5:05 AM,1,F,23,NY,US,Hiking,Lost,43.52342,-73.59384,1900,TRUE,Assist/own power,2,FALSE,Forest Preserve,Lake George Wild Forest,WASHINGTON,FORT ANN,TRUE,FALSE,7/6/2017,8:30 AM,727,91,POINT (-73.59384 43.52342),2184
NY-2017-WS-149,5,Search,7/6/2017,8:30 AM,1,M,49,NY,US,Hiking,Lost,44.07195,-73.83468,2100,TRUE,Assist/own power,20,TRUE,Forest Preserve,Dix Mountain Wilderness,ESSEX,NORTH HUDSON,TRUE,FALSE,7/7/2017,3:00 AM,429,136,POINT (-73.83468 44.07195),2084
NY-2017-WS-148,3,Search,7/5/2017,8:30 AM,2,F,35,PA,US,Hiking,Lost,42.03783,-74.59015,2927,TRUE,Assist/own power,3,FALSE,Forest Preserve,Balsam Lake Mountain Wild Forest,ULSTER,HARDENBURGH,FALSE,TRUE,7/6/2017,12:00 PM,434,1063,POINT (-74.59015 42.03783),2182
NY-2017-WS-148,3,Search,7/5/2017,8:30 AM,1,M,38,PA,US,Hiking,Lost,42.03783,-74.59015,2927,TRUE,Assist/own power,3,FALSE,Forest Preserve,Balsam Lake Mountain Wild Forest,ULSTER,HARDENBURGH,FALSE,TRUE,7/6/2017,12:00 PM,434,1063,POINT (-74.59015 42.03783),2182
NY-2017-WS-147,6,Rescue,7/5/2017,8:12 AM,1,M,23,NY,US,Boating,Missing,43.02184,-74.80153,336,TRUE,Airboat; Carry out by foot; Swiftwater; Technical Rope,12,TRUE,Other Municipal Land,Other,HERKIMER,LITTLE FALLS,FALSE,FALSE,7/8/2017,2:00 AM,683,570,POINT (-74.80153 43.02184),2088
NY-2017-WS-147,6,Rescue,7/5/2017,8:12 AM,2,M,18,NY,US,Boating,Missing,43.02184,-74.80153,336,TRUE,Airboat; Carry out by foot; Swiftwater; Technical Rope,12,TRUE,Other Municipal Land,Other,HERKIMER,LITTLE FALLS,FALSE,FALSE,7/8/2017,2:00 AM,683,570,POINT (-74.80153 43.02184),2088
NY-2017-WS-147,6,Rescue,7/5/2017,8:12 AM,3,M,42,NY,US,Boating,Missing,43.02184,-74.80153,336,TRUE,Airboat; Carry out by foot; Swiftwater; Technical Rope,12,TRUE,Other Municipal Land,Other,HERKIMER,LITTLE FALLS,FALSE,FALSE,7/8/2017,2:00 AM,683,570,POINT (-74.80153 43.02184),2088
NY-2017-WS-146,5,Recovery,7/5/2017,3:17 AM,1,M,31,NY,US,Whitewater,Missing,44.3669,-73.83967,1106,TRUE,Swiftwater,16,TRUE,Forest Preserve,Wilmington Wild Forest,ESSEX,WILMINGTON,TRUE,FALSE,7/6/2017,4:00 AM,417,340,POINT (-73.83967000000001 44.3669),2084
NY-2017-WS-145,5,Recovery,7/5/2017,2:55 AM,1,M,64,NY,US,Boating,Injured,43.33996,-74.27226,826,TRUE,Airboat,4,TRUE,DEC Campground,Sacandaga Campground,HAMILTON,HOPE,TRUE,FALSE,7/5/2017,4:00 AM,868,1302,POINT (-74.27226 43.33996),622
NY-2017-WS-144,3,Rescue,7/5/2017,2:30 AM,1,M,66,NY,US,Hiking,Injured,42.00238,-74.37119,3235,TRUE,Aircraft evacuation,10,TRUE,Forest Preserve,Slide Mountain Wilderness Area,ULSTER,SHANDAKEN,FALSE,TRUE,7/5/2017,10:30 AM,410,257,POINT (-74.37119 42.00238),2182
NY-2017-WS-143,5,Rescue,7/4/2017,6:22 AM,1,F,22,NY,US,Hiking,Injured,43.77603,-74.13361,1872,TRUE,Carry out by foot,3,TRUE,Forest Preserve,Hudson Gorge Wilderness,HAMILTON,INDIAN LAKE,TRUE,FALSE,7/4/2017,9:30 AM,867,103,POINT (-74.13361 43.77603),622
NY-2017-WS-142,5,Rescue,7/4/2017,5:47 AM,1,F,33,NY,US,Hiking,Injured,44.21201,-73.87547,3110,TRUE,Aircraft evacuation,8,TRUE,Forest Preserve,Eastern High Peaks,ESSEX,KEENE,TRUE,FALSE,7/4/2017,10:03 AM,442,271,POINT (-73.87547 44.21201),2084
NY-2017-WS-141,5,Search,7/4/2017,4:36 AM,2,M,44,NY,US,Whitewater,Missing,43.06662,-73.35539,540,TRUE,Assist/own power,1,TRUE,Wildlife Management Area,Eldridge Swamp State Forest,WASHINGTON,JACKSON,FALSE,FALSE,7/4/2017,8:30 AM,720,803,POINT (-73.35539000000001 43.06662),2184
NY-2017-WS-141,5,Search,7/4/2017,4:36 AM,1,M,33,NY,US,Whitewater,Missing,43.06662,-73.35539,540,TRUE,Assist/own power,1,TRUE,Wildlife Management Area,Eldridge Swamp State Forest,WASHINGTON,JACKSON,FALSE,FALSE,7/4/2017,8:30 AM,720,803,POINT (-73.35539000000001 43.06662),2184
NY-2017-WS-140,5,Rescue,7/3/2017,6:30 AM,1,M,19,NY,US,Climbing:Rock/Ice,Injured,43.19337,-74.54345,1900,FALSE,Vehicle/boat evacuation,2,TRUE,Forest Preserve,Ferris Lake Wild Forest,FULTON,CAROGA,TRUE,FALSE,7/3/2017,8:00 AM,387,1157,POINT (-74.54345 43.19337),2085
NY-2017-WS-139,5,Rescue,7/2/2017,6:12 AM,1,F,38,NY,US,Hiking,Injured,44.1822,-73.96336,2172,TRUE,Assist/own power,1,TRUE,Forest Preserve,High Peaks Wilderness,ESSEX,KEENE,TRUE,FALSE,7/2/2017,7:30 AM,430,275,POINT (-73.96336 44.1822),2084
NY-2017-WS-138,4,Search,7/1/2017,7:20 AM,1,M,17,NY,US,Hiking,Overdue,42.13865,-74.16549,2855,TRUE,Assist/own power,1,FALSE,Forest Preserve,Indian Head Wilderness Area,GREENE,HUNTER,FALSE,TRUE,7/1/2017,9:51 AM,755,121,POINT (-74.16549 42.13865),2087
NY-2017-WS-137,6,Search,7/1/2017,1:20 AM,1,M,15,NY,US,Runaway,Missing,44.20982,-74.98985,1498,TRUE,Assist/own power,4,TRUE,County Land,County Route 60,ST LAWRENCE,CLIFTON,TRUE,FALSE,7/1/2017,10:05 AM,337,1588,POINT (-74.98985 44.20982),2140
NY-2017-WS-136,6,Rescue,6/30/2017,12:00 PM,1,F,45,SC,US,Hiking,Injured,43.74425,-74.90473,2152,TRUE,Carry out by foot,3,TRUE,Forest Preserve,Fulton Chain Wild Forest,HERKIMER,WEBB,TRUE,FALSE,6/30/2017,1:48 AM,666,1279,POINT (-74.90473 43.74425),2088
NY-2017-WS-135,5,Rescue,6/29/2017,11:03 AM,1,M,,NY,US,Motor vehicle,Stranded,44.01344,-73.94507,2130,TRUE,Assist/own power,3,FALSE,Forest Preserve,Boreas Ponds Tract,ESSEX,NORTH HUDSON,TRUE,FALSE,6/29/2017,4:00 AM,429,136,POINT (-73.94507 44.01344),2084
NY-2017-WS-134,7,Search,6/29/2017,7:48 AM,1,M,20,NY,US,Despondent,Missing,42.71262,-75.88728,1274,TRUE,Carry out by foot,3,TRUE,Private Land,N/A,CHENANGO,LINCKLAEN,FALSE,FALSE,6/29/2017,10:48 AM,268,423,POINT (-75.88728 42.71262),2037
NY-2017-WS-133,4,Rescue,6/27/2017,2:00 AM,1,F,27,NY,US,Hiking,Injured,42.16999,-74.26849,3295,FALSE,Aircraft evacuation,5,TRUE,Forest Preserve,Hunter-West Kill Wilderness Area,GREENE,LEXINGTON,FALSE,TRUE,6/27/2017,6:00 AM,753,908,POINT (-74.26849000000001 42.16999),2087
NY-2017-WS-132,5,Rescue,6/27/2017,8:33 AM,1,M,29,NY,US,Hiking,Injured,43.81838,-73.65756,2539,TRUE,Aircraft evacuation,3,TRUE,Forest Preserve,Pharaoh Lake Wilderness Area,ESSEX,SCHROON,TRUE,FALSE,6/27/2017,2:00 AM,427,148,POINT (-73.65756 43.81838),2084
NY-2017-WS-131,4,Search,6/24/2017,6:30 AM,2,M,74,NY,US,Hiking,Lost,42.30088,-74.16898,2159,TRUE,Assist/own power,1,FALSE,Forest Preserve,Elm Ridge Wild Forest,GREENE,WINDHAM,FALSE,TRUE,6/24/2017,8:50 AM,750,248,POINT (-74.16898 42.30088),2087
NY-2017-WS-131,4,Search,6/24/2017,6:30 AM,1,F,74,NY,US,Hiking,Lost,42.30088,-74.16898,2159,TRUE,Assist/own power,1,FALSE,Forest Preserve,Elm Ridge Wild Forest,GREENE,WINDHAM,FALSE,TRUE,6/24/2017,8:50 AM,750,248,POINT (-74.16898 42.30088),2087
NY-2017-WS-129,8,Search,6/21/2017,2:20 AM,2,M,18,NY,US,Hiking,Injured,42.63214,-77.36301,832,TRUE,Assist/own power,1,TRUE,Wildlife Management Area,Parrish/Conklin  Gully,ONTARIO,NAPLES,FALSE,FALSE,6/21/2017,4:58 AM,95,323,POINT (-77.36301 42.63214),2225
NY-2017-WS-129,8,Search,6/21/2017,2:20 AM,1,M,21,NY,US,Hiking,Lost,42.63214,-77.36301,832,TRUE,Assist/own power,1,TRUE,Wildlife Management Area,Parrish/Conklin  Gully,ONTARIO,NAPLES,FALSE,FALSE,6/21/2017,4:58 AM,95,323,POINT (-77.36301 42.63214),2225
NY-2017-WS-128,9,Search,6/20/2017,9:27 AM,1,F,36,NY,US,Hiking,Illness,42.95846,-78.60222,756,TRUE,Assist/own power,3,TRUE,Wildlife Management Area,Tillman Wildlife Management Area,ERIE,CLARENCE,FALSE,FALSE,6/21/2017,1:30 AM,297,495,POINT (-78.60222 42.95846),2041
NY-2017-WS-127,8,Rescue,6/20/2017,1:25 AM,1,F,65,PA,US,Hiking,Injured,42.66793,-77.59032,1002,TRUE,Carry out by foot,1,TRUE,State Forests,Hemlock Canadice State Forest,LIVINGSTON,SPRINGWATER,FALSE,FALSE,6/20/2017,2:00 AM,734,411,POINT (-77.59032 42.66793),2091
NY-2017-WS-126,5,Search,6/19/2017,7:14 AM,1,M,10,NY,US,Hiking,Missing,43.85558,-73.61299,1280,TRUE,Assist/own power,23,TRUE,Forest Preserve,Pharaoh Lake Wilderness,ESSEX,TICONDEROGA,TRUE,FALSE,6/20/2017,12:00 PM,420,154,POINT (-73.61299 43.85558),2084
NY-2017-WS-125,5,Rescue,6/19/2017,2:44 AM,1,M,45,NY,US,Hiking,Injured,44.14491,-73.73582,2617,TRUE,Assist/own power,3,TRUE,Forest Preserve,Giant Mountain Wilderness,ESSEX,KEENE,TRUE,FALSE,6/19/2017,7:00 AM,442,272,POINT (-73.73582 44.14491),2084
NY-2017-WS-124,3,Search,6/19/2017,3:36 AM,3,M,23,DC,US,Hiking,Overdue,42.10134,-74.39394,1450,FALSE,Assist/own power,2,FALSE,Forest Preserve,Panther Mountain,ULSTER,SHANDAKEN,FALSE,TRUE,6/19/2017,6:45 AM,410,331,POINT (-74.39394 42.10134),2182
NY-2017-WS-124,3,Search,6/19/2017,3:36 AM,2,M,24,PA,US,Hiking,Overdue,42.10134,-74.39394,1450,FALSE,Assist/own power,2,FALSE,Forest Preserve,Panther Mountain,ULSTER,SHANDAKEN,FALSE,TRUE,6/19/2017,6:45 AM,410,331,POINT (-74.39394 42.10134),2182
NY-2017-WS-124,3,Search,6/19/2017,3:36 AM,1,M,24,CT,US,Hiking,Lost,42.10134,-74.39394,1450,FALSE,Assist/own power,2,FALSE,Forest Preserve,Panther Mountain,ULSTER,SHANDAKEN,FALSE,TRUE,6/19/2017,6:45 AM,410,331,POINT (-74.39394 42.10134),2182
NY-2017-WS-123,5,Search,6/19/2017,1:58 AM,4,F,14,NY,US,Hiking,Lost,43.85988,-73.64556,1400,TRUE,Assist/own power,2,TRUE,Forest Preserve,Pharoah Lakes Wilderness,ESSEX,SCHROON,TRUE,FALSE,6/19/2017,5:00 AM,427,148,POINT (-73.64556 43.85988),2084
NY-2017-WS-123,5,Search,6/19/2017,1:58 AM,5,F,12,NY,US,Hiking,Lost,43.85988,-73.64556,1400,TRUE,Assist/own power,2,TRUE,Forest Preserve,Pharoah Lakes Wilderness,ESSEX,SCHROON,TRUE,FALSE,6/19/2017,5:00 AM,427,148,POINT (-73.64556 43.85988),2084
NY-2017-WS-123,5,Search,6/19/2017,1:58 AM,1,M,39,NY,US,Hiking,Lost,43.85988,-73.64556,1400,TRUE,Assist/own power,2,TRUE,Forest Preserve,Pharoah Lakes Wilderness,ESSEX,SCHROON,TRUE,FALSE,6/19/2017,5:00 AM,427,148,POINT (-73.64556 43.85988),2084
NY-2017-WS-123,5,Search,6/19/2017,1:58 AM,2,M,10,NY,US,Hiking,Lost,43.85988,-73.64556,1400,FALSE,Assist/own power,2,TRUE,Forest Preserve,Pharoah Lakes Wilderness,ESSEX,SCHROON,TRUE,FALSE,6/19/2017,5:00 AM,427,148,POINT (-73.64556 43.85988),2084
NY-2017-WS-123,5,Search,6/19/2017,1:58 AM,3,M,8,NY,US,Hiking,Lost,43.85988,-73.64556,1400,TRUE,Assist/own power,2,TRUE,Forest Preserve,Pharoah Lakes Wilderness,ESSEX,SCHROON,TRUE,FALSE,6/19/2017,5:00 AM,427,148,POINT (-73.64556 43.85988),2084
NY-2017-WS-122,5,Search,6/17/2017,2:00 AM,3,F,21,UK,UA,Hiking,Lost,44.41173,-73.50374,1298,TRUE,Assist/own power,2,TRUE,Forest Preserve,Taylor Pond Wild Forest,ESSEX,WILLSBORO,TRUE,FALSE,6/17/2017,5:30 AM,454,273,POINT (-73.50374 44.41173),2084
NY-2017-WS-122,5,Search,6/17/2017,2:00 AM,2,F,25,YG,RS,Hiking,Lost,44.41173,-73.50374,1298,TRUE,Assist/own power,2,TRUE,Forest Preserve,Taylor Pond Wild Forest,ESSEX,WILLSBORO,TRUE,FALSE,6/17/2017,5:30 AM,454,273,POINT (-73.50374 44.41173),2084
NY-2017-WS-122,5,Search,6/17/2017,2:00 AM,4,M,19,NY,US,Hiking,Lost,44.41173,-73.50374,1298,TRUE,Assist/own power,2,TRUE,Forest Preserve,Taylor Pond Wild Forest,ESSEX,WILLSBORO,TRUE,FALSE,6/17/2017,5:30 AM,454,273,POINT (-73.50374 44.41173),2084
NY-2017-WS-122,5,Search,6/17/2017,2:00 AM,1,F,21,NY,US,Hiking,Lost,44.41173,-73.50374,1298,TRUE,Assist/own power,2,TRUE,Forest Preserve,Taylor Pond Wild Forest,ESSEX,WILLSBORO,TRUE,FALSE,6/17/2017,5:30 AM,454,273,POINT (-73.50374 44.41173),2084
NY-2017-WS-121,5,Rescue,6/17/2017,9:48 AM,1,M,27,WI,US,Hiking,Injured,44.11919,-73.98204,2780,TRUE,Aircraft evacuation,2,TRUE,Forest Preserve,High Peaks,ESSEX,NORTH ELBA,TRUE,FALSE,6/17/2017,12:00 PM,438,,POINT (-73.98204 44.11919000000001),2084
NY-2017-WS-120,5,Search,6/16/2017,9:25 AM,1,F,38,NY,US,Hiking,Lost,44.31595,-73.69,3236,TRUE,Assist/own power,1,TRUE,Forest Preserve,Jay Mountain Wild Forest,ESSEX,JAY,TRUE,FALSE,6/16/2017,11:40 AM,443,270,POINT (-73.69 44.31595),2084
NY-2017-WS-119,6,Search,6/15/2017,3:26 AM,1,M,24,NY,US,Criminal,Missing,44.04112,-75.40852,959,FALSE,Carry out by foot,17,TRUE,Private Land,Jadwin State Forest,LEWIS,DIANA,FALSE,FALSE,11/16/2017,10:00 AM,624,1587,POINT (-75.40852 44.04112),623
NY-2017-WS-118,5,Search,6/14/2017,6:53 AM,1,M,39,NY,US,Hiking,Lost,43.59283,-73.70517,1925,TRUE,Assist/own power; Vehicle/boat evacuation,2,TRUE,Forest Preserve,Lake George Wild Forest,WARREN,BOLTON,TRUE,FALSE,6/14/2017,11:00 AM,826,801,POINT (-73.70517 43.59283),2183
NY-2017-WS-117,5,Search,6/14/2017,8:20 AM,1,M,69,KY,US,Motor vehicle,Missing,43.5402,-73.86376,224,TRUE,Vehicle/boat evacuation,4,TRUE,Private Land,N/A,WARREN,THURMAN,FALSE,FALSE,6/15/2017,4:30 AM,816,156,POINT (-73.86376 43.5402),2183
