INCIDENT NUMBER,INCIDENT REGION,RESPONSE TYPE,INCIDENT START DATE,INCIDENT START TIME,SUBJECT NUMBER,SUBJECT GENDER,SUBJECT AGE,SUBJECT STATE,SUBJECT COUNTRY,ACTIVITY,SITUATION,LOCATION FOUND LATITUDE,LOCATION FOUND LONGITUDE,LOCATION FOUND ELEVATION,FOUND IN SEARCH AREA,TECHNIQUE,NUMBER OF RANGERS INVOLVED,OTHER AGENCY INVOLVEMENT,LAST KNOWN POINT LAND CLASS,LAST KNOWN POINT STATE LAND NAME,LAST KNOWN POINT COUNTY,LAST KNOWN POINT MUNICIPALITY,INCIDENT ADIRONDACK PARK,INCIDENT CATSKILL PARK,INCIDENT CLOSED DATE,INCIDENT CLOSED TIME,NYS Municipal Boundaries,New York Zip Codes,Location,Counties
NY-2015-WS-301,3,Rescue,10/12/2015,4:00 AM,1,F,44,NY,US,Hiking,Injured,42.00908,-74.28779,2670,TRUE,Carry out by foot,1,TRUE,Forest Preserve,Big Indian Wilderness Area,ULSTER,DENNING,FALSE,TRUE,10/13/2015,4:00 AM,415,87,POINT (-74.28779 42.00908),2182
NY-2015-WS-300,9,Search,10/13/2015,3:30 AM,1,M,19,NY,US,Hiking,Lost,42.26972,-79.56175,1410,TRUE,Assist/own power,1,TRUE,Private Land,Private Land,CHAUTAUQUA,WESTFIELD,FALSE,FALSE,10/13/2015,11:00 AM,220,1731,POINT (-79.56175 42.26972),2035
NY-2015-WS-299,5,Search,10/12/2015,10:10 AM,2,F,22,NY,US,Hiking,Lost,44.18876,-73.8165,1525,FALSE,Assist/own power,3,FALSE,Forest Preserve,High Peaks Wilderness,ESSEX,KEENE,TRUE,FALSE,10/13/2015,2:00 AM,442,272,POINT (-73.8165 44.18876),2084
NY-2015-WS-299,5,Search,10/12/2015,10:10 AM,1,M,24,NY,US,Hiking,Lost,44.18876,-73.8165,1525,FALSE,Assist/own power,3,FALSE,Forest Preserve,High Peaks Wilderness,ESSEX,KEENE,TRUE,FALSE,10/13/2015,2:00 AM,442,272,POINT (-73.8165 44.18876),2084
NY-2015-WS-298,5,Search,10/12/2015,6:03 AM,2,M,28,IL,US,Hiking,Lost,44.27635,-73.73053,2905,TRUE,Assist/own power,2,TRUE,Forest Preserve,Eastern High Peaks,ESSEX,ELIZABETHTOWN,TRUE,FALSE,10/12/2015,11:00 AM,442,271,POINT (-73.73053 44.27635),2084
NY-2015-WS-298,5,Search,10/12/2015,6:03 AM,1,F,34,IL,US,Hiking,Lost,44.27635,-73.73053,2905,TRUE,Assist/own power,2,TRUE,Forest Preserve,Eastern High Peaks,ESSEX,ELIZABETHTOWN,TRUE,FALSE,10/12/2015,11:00 AM,442,271,POINT (-73.73053 44.27635),2084
NY-2015-WS-297,5,Search,10/12/2015,4:30 AM,1,M,26,NY,US,Hunting,Lost,44.42005,-74.35961,1745,TRUE,,3,TRUE,Forest Preserve,St. Regis Canoe Area,FRANKLIN,BRIGHTON,TRUE,FALSE,10/12/2015,11:00 AM,179,303,POINT (-74.35961 44.42005),621
NY-2015-WS-296,6,Rescue,10/12/2015,2:12 AM,1,F,54,NY,US,Hiking,Injured,43.73854,-74.91311,2326,TRUE,Carry out by foot,4,TRUE,Forest Preserve,Fulton Chain Wild Forest,HERKIMER,WEBB,TRUE,FALSE,10/12/2015,4:45 AM,666,1279,POINT (-74.91311 43.73854),2088
NY-2015-WS-295,7,Search,10/9/2015,6:44 AM,1,F,49,NY,US,Despondent,Missing,43.00069,-75.79718,1217,TRUE,,3,TRUE,Private Land,N/A,MADISON,FENNER,FALSE,FALSE,10/15/2015,3:43 AM,140,351,POINT (-75.79718 43.00069),2092
NY-2015-WS-294,5,Search,10/11/2015,11:44 AM,2,M,29,NY,US,Hiking,Lost,43.61856,-73.56545,1200,FALSE,Vehicle/boat evacuation,2,TRUE,Forest Preserve,Lake George Wild Forest,WARREN,BOLTON,TRUE,FALSE,10/11/2015,3:02 AM,826,,POINT (-73.56545 43.61856),2183
NY-2015-WS-294,5,Search,10/11/2015,11:44 AM,1,M,29,NY,US,Hiking,Lost,43.61856,-73.56545,1200,TRUE,Vehicle/boat evacuation,2,TRUE,Forest Preserve,Lake George Wild Forest,WARREN,BOLTON,TRUE,FALSE,10/11/2015,3:02 AM,826,,POINT (-73.56545 43.61856),2183
NY-2015-WS-293,4,Rescue,10/10/2015,1:50 AM,1,F,52,NY,US,Hiking,Injured,42.21033,-74.03076,2400,TRUE,Assist/own power,2,FALSE,DEC Campground,North South Lake Campground,GREENE,HUNTER,FALSE,TRUE,10/10/2015,7:00 AM,760,256,POINT (-74.03076 42.21033),2087
NY-2015-WS-291,3,Search,9/14/2015,1:00 AM,2,F,23,NY,US,Hiking,Lost,41.96931,-73.69273,725,TRUE,Assist/own power,2,TRUE,Private Land,NA,DUTCHESS,PINE PLAINS,FALSE,FALSE,9/14/2015,2:30 AM,590,1002,POINT (-73.69273 41.96931),2040
NY-2015-WS-291,3,Search,9/14/2015,1:00 AM,1,F,55,NY,US,Hiking,Lost,41.96931,-73.69273,725,TRUE,Assist/own power,2,TRUE,Private Land,NA,DUTCHESS,PINE PLAINS,FALSE,FALSE,9/14/2015,2:30 AM,590,1002,POINT (-73.69273 41.96931),2040
NY-2015-WS-290,5,Search,10/9/2015,5:55 AM,1,M,59,FL,US,Hiking,Lost,43.57355,-73.71033,1560,TRUE,Assist/own power,1,FALSE,Forest Preserve,Lake George Wild Forest,WARREN,BOLTON,TRUE,FALSE,10/9/2015,10:50 AM,826,156,POINT (-73.71033 43.57355),2183
NY-2015-WS-290,5,Search,10/9/2015,5:55 AM,2,F,49,FL,US,Hiking,Lost,43.57355,-73.71033,1560,TRUE,Assist/own power,1,FALSE,Forest Preserve,Lake George Wild Forest,WARREN,BOLTON,TRUE,FALSE,10/9/2015,10:50 AM,826,156,POINT (-73.71033 43.57355),2183
NY-2015-WS-289,5,Search,10/8/2015,9:39 AM,1,F,60,NY,US,Walking,Lost,44.35362,-73.68086,1419,TRUE,Assist/own power,1,FALSE,Private Land,Private property,ESSEX,JAY,TRUE,FALSE,10/8/2015,10:58 AM,443,206,POINT (-73.68086 44.35362000000001),2084
NY-2015-WS-288,5,Rescue,10/6/2015,1:32 AM,1,F,51,MA,US,Hiking,Injured,44.53958,-74.4943,1784,TRUE,Carry out by foot,1,TRUE,State Forests,Madawaska Flow,FRANKLIN,WAVERLY,TRUE,FALSE,10/6/2015,3:30 AM,177,301,POINT (-74.49430000000001 44.53958),621
NY-2015-WS-287,5,Search,10/5/2015,6:37 AM,1,M,38,NC,US,Hiking,Overdue,44.15846,-73.86248,2316,TRUE,Assist/own power,4,TRUE,Forest Preserve,Eastern High Peaks,ESSEX,KEENE,TRUE,FALSE,10/6/2015,1:00 AM,442,272,POINT (-73.86248 44.15846),2084
NY-2015-WS-287,5,Search,10/5/2015,6:37 AM,2,F,38,NC,US,Hiking,Overdue,44.15846,-73.86248,2316,TRUE,Assist/own power,4,TRUE,Forest Preserve,Eastern High Peaks,ESSEX,KEENE,TRUE,FALSE,10/6/2015,1:00 AM,442,272,POINT (-73.86248 44.15846),2084
NY-2015-WS-286,5,Rescue,10/5/2015,4:14 AM,1,F,29,NY,US,Hiking,Injured,44.1247,-73.98092,2765,TRUE,Aircraft evacuation,2,TRUE,Forest Preserve,High Peaks Wilderness,ESSEX,NEWCOMB,TRUE,FALSE,10/6/2015,10:30 AM,438,,POINT (-73.98092 44.1247),2084
NY-2015-WS-285,5,Search,10/5/2015,9:19 AM,1,M,64,NY,US,Hunting,Lost,43.69398,-74.61577,2077,TRUE,Assist/own power,4,TRUE,Forest Preserve,Moose River Plains Wild Forest,HAMILTON,ARIETTA,TRUE,FALSE,10/6/2015,12:45 PM,870,1306,POINT (-74.61577 43.69398),622
NY-2015-WS-284,5,Rescue,10/4/2015,6:40 AM,1,M,30,NY,US,Hiking,Injured,44.13009,-73.84256,3956,TRUE,Assist/own power,3,TRUE,Forest Preserve,E. High Peaks Wilderness,ESSEX,NORTH ELBA,TRUE,FALSE,10/5/2015,3:00 AM,442,272,POINT (-73.84256 44.13009),2084
NY-2015-WS-283,5,Search,10/3/2015,3:50 AM,1,F,41,NY,US,Hiking,Lost,43.45525,-74.46044,1842,TRUE,Assist/own power,2,TRUE,Forest Preserve,Moose River Plains wild forest,HAMILTON,INLET,TRUE,FALSE,10/3/2015,7:21 AM,865,1287,POINT (-74.46044 43.45525),622
NY-2015-WS-282,5,Rescue,9/30/2015,7:15 AM,1,M,36,NY,US,Hiking,Stranded,44.17908,-73.75574,2500,TRUE,Assist/own power,1,FALSE,Forest Preserve,E. High Peaks Wilderness,ESSEX,KEENE,TRUE,FALSE,9/30/2015,10:30 AM,442,272,POINT (-73.75574 44.17908),2084
NY-2015-WS-281,5,Search,9/29/2015,7:44 AM,2,M,16,NY,US,Hiking,Lost,43.59768,-73.56458,325,TRUE,Vehicle/boat evacuation,3,TRUE,Forest Preserve,Lake George Wild Forest,WASHINGTON,DRESDEN,TRUE,FALSE,9/30/2015,10:00 AM,826,102,POINT (-73.56458 43.59768),2183
NY-2015-WS-281,5,Search,9/29/2015,7:44 AM,1,F,16,NY,US,Hiking,Lost,43.59768,-73.56458,325,TRUE,Vehicle/boat evacuation,3,TRUE,Forest Preserve,Lake George Wild Forest,WASHINGTON,DRESDEN,TRUE,FALSE,9/30/2015,10:00 AM,826,102,POINT (-73.56458 43.59768),2183
NY-2015-WS-280,5,Rescue,9/29/2015,11:38 AM,1,F,24,NY,US,Climbing:Rock/Ice,Stranded,44.13053,-73.96313,3750,TRUE,Technical Rope,2,TRUE,Forest Preserve,E. High Peaks Wilderness,ESSEX,NORTH ELBA,TRUE,FALSE,9/29/2015,7:30 AM,442,272,POINT (-73.96313 44.13053),2084
NY-2015-WS-280,5,Rescue,9/29/2015,11:38 AM,2,M,32,NY,US,Climbing:Rock/Ice,Stranded,44.13053,-73.96313,3750,TRUE,Technical Rope,2,TRUE,Forest Preserve,E. High Peaks Wilderness,ESSEX,NORTH ELBA,TRUE,FALSE,9/29/2015,7:30 AM,442,272,POINT (-73.96313 44.13053),2084
NY-2015-WS-279,5,Rescue,9/28/2015,4:08 AM,1,F,66,NY,US,Hiking,Injured,44.16248,-74.22136,2969,TRUE,Vehicle/boat evacuation,2,FALSE,Forest Preserve,High Peaks Wilderness,FRANKLIN,HARRIETSTOWN,TRUE,FALSE,9/28/2015,6:30 AM,183,,POINT (-74.22136 44.16248),621
NY-2015-WS-278,5,Search,9/26/2015,8:45 AM,1,M,48,NY,US,Hiking,Lost,44.29652,-74.05154,1702,TRUE,Assist/own power,3,FALSE,Forest Preserve,McKenzie Mountain Wilderness,ESSEX,NORTH ELBA,TRUE,FALSE,9/26/2015,11:00 AM,430,303,POINT (-74.05154 44.29652),2084
NY-2015-WS-277,5,Rescue,9/26/2015,11:59 AM,1,,,NY,US,Hiking,Stranded,44.3661,-73.84064,1118,TRUE,Technical Rope,4,TRUE,Forest Preserve,Sentinel Range Wilderness,ESSEX,WILMINGTON,TRUE,FALSE,9/26/2015,4:30 AM,417,340,POINT (-73.84064 44.3661),2084
NY-2015-WS-276,5,Rescue,9/25/2015,4:30 AM,1,F,72,NY,US,Hiking,Injured,44.18185,-73.96638,2170,TRUE,Assist/own power,1,FALSE,Forest Preserve,High Peaks Wilderness,ESSEX,NORTH ELBA,TRUE,FALSE,9/25/2015,6:45 AM,430,275,POINT (-73.96638 44.18185),2084
NY-2015-WS-275,5,Rescue,9/25/2015,1:11 AM,1,F,36,PA,US,Hiking,Injured,43.59493,-74.62418,2376,TRUE,Aircraft evacuation,2,TRUE,Forest Preserve,West Canada Wilderness,HAMILTON,ARIETTA,TRUE,FALSE,9/25/2015,6:00 AM,870,1306,POINT (-74.62418 43.59493),622
NY-2015-WS-274,6,Search,9/24/2015,6:10 AM,1,M,91,NY,US,Walking,Missing,43.27798,-75.12913,1066,TRUE,Assist/own power,5,TRUE,Private Land,Private Land,HERKIMER,RUSSIA,FALSE,FALSE,9/24/2015,10:00 AM,671,1364,POINT (-75.12913 43.27798),2088
NY-2015-WS-273,6,Search,9/23/2015,11:45 AM,1,M,54,NY,US,Despondent,Illness,43.01957,-74.9728,360,TRUE,Assist/own power,2,TRUE,Private Land,Private Land,HERKIMER,HERKIMER,FALSE,FALSE,9/24/2015,4:00 AM,679,559,POINT (-74.9728 43.01957),2088
NY-2015-WS-272,5,Rescue,9/22/2015,6:20 AM,2,F,52,NY,US,Hiking,Lost,44.22286,-73.86894,2689,TRUE,Technical Rope,2,FALSE,Forest Preserve,High Peaks Wilderness,ESSEX,KEENE,TRUE,FALSE,9/22/2015,9:50 AM,442,271,POINT (-73.86894 44.22286),2084
NY-2015-WS-272,5,Rescue,9/22/2015,6:20 AM,1,F,45,NY,US,Hiking,Lost,44.22286,-73.86894,2689,TRUE,Technical Rope,2,FALSE,Forest Preserve,High Peaks Wilderness,ESSEX,KEENE,TRUE,FALSE,9/22/2015,9:50 AM,442,271,POINT (-73.86894 44.22286),2084
NY-2015-WS-271,7,Search,9/22/2015,2:00 AM,1,F,53,NY,US,Hiking,Lost,43.54553,-75.92277,890,TRUE,,1,TRUE,Other DEC Land,Salmon River Falls Unique Area,OSWEGO,ORWELL,FALSE,FALSE,9/22/2015,3:20 AM,241,685,POINT (-75.92277 43.54553),2135
NY-2015-WS-270,5,Rescue,9/21/2015,6:17 AM,1,M,23,CT,US,Hiking,Illness,44.19077,-73.82166,1750,FALSE,Carry out by foot,2,TRUE,Forest Preserve,High Peaks,ESSEX,KEENE,TRUE,FALSE,9/21/2015,8:02 AM,442,272,POINT (-73.82166 44.19077),2084
NY-2015-WS-269,3,Search,9/20/2015,9:30 AM,1,M,37,NY,US,Despondent,Missing,41.29856,-74.39823,472,TRUE,Vehicle/boat evacuation,19,TRUE,Private Land,NA,ORANGE,GOSHEN,FALSE,FALSE,9/22/2015,6:45 AM,885,1656,POINT (-74.39823 41.29856),2134
NY-2015-WS-268,6,Search,9/20/2015,4:29 AM,1,M,50,NY,US,Camping,Illness,44.19584,-74.48387,1545,FALSE,,2,TRUE,Forest Preserve,Bog River,ST LAWRENCE,PIERCEFIELD,TRUE,FALSE,9/20/2015,6:23 AM,178,305,POINT (-74.48387 44.19584),621
NY-2015-WS-267,5,Rescue,9/18/2015,11:30 AM,1,F,24,NY,US,Hiking,Injured,44.18669,-74.01387,3500,TRUE,Assist/own power; Carry out by foot,4,TRUE,Forest Preserve,Eastern High Peaks,ESSEX,NORTH ELBA,TRUE,FALSE,9/18/2015,7:00 AM,430,275,POINT (-74.01387 44.18669),2084
NY-2015-WS-266,5,Search,9/18/2015,11:33 AM,1,F,30,NY,US,Hiking,Lost,43.50759,-73.59231,1470,FALSE,Assist/own power,3,FALSE,Forest Preserve,Lake George Wild Forest,WASHINGTON,FORT ANN,TRUE,FALSE,9/18/2015,4:00 AM,727,91,POINT (-73.59231 43.50759),2184
NY-2015-WS-265,5,Rescue,9/17/2015,5:33 AM,1,M,65,NY,US,Hiking,Illness,43.59934,-73.69241,1245,FALSE,Carry out by foot; Vehicle/boat evacuation,1,TRUE,Forest Preserve,Lake George Wild Forest,WARREN,BOLTON,TRUE,FALSE,9/17/2015,7:30 AM,826,801,POINT (-73.69241 43.59934),2183
NY-2015-WS-264,5,Recovery,9/17/2015,11:00 AM,1,M,58,NY,US,Despondent,Missing,43.19231,-74.54325,1870,FALSE,Vehicle/boat evacuation,2,TRUE,Forest Preserve,Ferris Lk Wild Forest,FULTON,CAROGA,TRUE,FALSE,9/17/2015,1:00 AM,387,1157,POINT (-74.54325 43.19231),2085
NY-2015-WS-263,6,Rescue,9/16/2015,6:32 AM,1,F,65,FL,US,Hiking,Injured,44.19233,-74.81518,2096,TRUE,Carry out by foot,1,TRUE,Forest Preserve,Cranberry Lake Wild Forest,ST LAWRENCE,CLIFTON,TRUE,FALSE,9/16/2015,10:00 AM,337,219,POINT (-74.81518 44.19233),2140
NY-2015-WS-262,4,Search,9/15/2015,2:50 AM,1,F,57,NY,US,Hiking,Lost,42.19276,-74.04392,2279,TRUE,,1,FALSE,DEC Campground,North South Lake Campground,GREENE,HUNTER,FALSE,TRUE,9/15/2015,6:00 AM,755,187,POINT (-74.04392 42.19276),2087
NY-2015-WS-262,4,Search,9/15/2015,2:50 AM,2,M,66,NY,US,Hiking,Lost,42.19276,-74.04392,2279,TRUE,,1,FALSE,DEC Campground,North South Lake Campground,GREENE,HUNTER,FALSE,TRUE,9/15/2015,6:00 AM,755,187,POINT (-74.04392 42.19276),2087
NY-2015-WS-261,4,Rescue,9/15/2015,1:39 AM,1,F,24,NY,US,Camping,Stranded,42.11624,-74.10677,3455,TRUE,Assist/own power,1,TRUE,Forest Preserve,Indian Head Wilderness Area,GREENE,HUNTER,FALSE,TRUE,9/15/2015,9:00 AM,755,121,POINT (-74.10677 42.11624),2087
NY-2015-WS-261,4,Rescue,9/15/2015,1:39 AM,2,M,26,NY,US,Camping,Stranded,42.11624,-74.10677,3455,TRUE,Assist/own power,1,TRUE,Forest Preserve,Indian Head Wilderness Area,GREENE,HUNTER,FALSE,TRUE,9/15/2015,9:00 AM,755,121,POINT (-74.10677 42.11624),2087
NY-2015-WS-260,3,Search,9/14/2015,9:30 AM,1,M,48,NY,US,Hunting,Missing,41.92739,-74.37933,1450,TRUE,,5,TRUE,Forest Preserve,Slide WA,ULSTER,OLIVE,FALSE,TRUE,9/15/2015,11:30 AM,437,1050,POINT (-74.37933 41.92739),2182
NY-2015-WS-258,5,Rescue,9/13/2015,2:20 AM,2,M,54,QC,CA,Climbing:Rock/Ice,Stranded,44.39739,-73.50929,1700,TRUE,Technical Rope,2,TRUE,Forest Preserve,Taylor Pond Wild Forest,ESSEX,CHESTERFIELD,TRUE,FALSE,9/13/2015,5:30 AM,454,273,POINT (-73.50929 44.39739),2084
NY-2015-WS-258,5,Rescue,9/13/2015,2:20 AM,1,F,23,QC,CA,Climbing:Rock/Ice,Stranded,44.39739,-73.50929,1700,TRUE,Technical Rope,2,TRUE,Forest Preserve,Taylor Pond Wild Forest,ESSEX,CHESTERFIELD,TRUE,FALSE,9/13/2015,5:30 AM,454,273,POINT (-73.50929 44.39739),2084
NY-2015-WS-257,7,Search,9/10/2015,4:45 AM,1,M,83,NY,US,Walking,Missing,43.06119,-75.75164,500,TRUE,Vehicle/boat evacuation,1,TRUE,Private Land,N/A,MADISON,LINCOLN,FALSE,FALSE,9/10/2015,8:30 AM,136,351,POINT (-75.75164 43.06119),2092
NY-2015-WS-256,5,Rescue,9/11/2015,8:50 AM,1,M,41,MD,US,Fishing,Injured,44.46885,-74.27897,510,TRUE,Carry out by foot,1,TRUE,Forest Preserve,DeBar Mountain Wild Forest,FRANKLIN,BRIGHTON,TRUE,FALSE,9/11/2015,10:40 AM,191,292,POINT (-74.27897 44.46885),621
NY-2015-WS-255,5,Rescue,9/11/2015,3:02 AM,2,M,30,NY,US,Hiking,Injured,43.89492,-74.0841,3185,TRUE,Assist/own power,4,FALSE,Forest Preserve,Vanderwhacker Mountain Wild Forest,ESSEX,MINERVA,TRUE,FALSE,9/11/2015,9:00 AM,440,133,POINT (-74.0841 43.89492),2084
NY-2015-WS-255,5,Rescue,9/11/2015,3:02 AM,1,M,33,NY,US,Hiking,Injured,43.89492,-74.0841,3185,TRUE,Assist/own power,4,FALSE,Forest Preserve,Vanderwhacker Mountain Wild Forest,ESSEX,MINERVA,TRUE,FALSE,9/11/2015,9:00 AM,440,133,POINT (-74.0841 43.89492),2084
NY-2015-WS-254,6,Rescue,9/9/2015,3:10 AM,1,F,27,NY,US,Hiking,Injured,43.74386,-74.90535,2100,TRUE,Assist/own power; Carry out by foot,6,TRUE,Forest Preserve,Fulton Chain Wild Forest,HERKIMER,WEBB,TRUE,FALSE,9/9/2015,6:00 AM,666,1279,POINT (-74.90535 43.74386),2088
NY-2015-WS-253,5,Rescue,9/9/2015,1:54 AM,1,F,22,NY,US,Swimming,Injured,44.12632,-73.65302,681,FALSE,,3,TRUE,Forest Preserve,High Peaks Wilderness,ESSEX,LEWIS,TRUE,FALSE,09/11/0005,2:45 AM,445,287,POINT (-73.65302 44.12632),2084
NY-2015-WS-252,5,Rescue,9/9/2015,11:15 AM,1,M,34,PA,US,Hiking,Injured,44.13543,-73.96435,2875,TRUE,Assist/own power; Carry out by foot,6,TRUE,Forest Preserve,Eastern High Peaks,ESSEX,NORTH ELBA,TRUE,FALSE,9/9/2015,8:30 AM,442,272,POINT (-73.96435 44.13543),2084
NY-2015-WS-251,5,Rescue,9/7/2015,3:00 AM,1,M,27,NY,US,Hiking,Illness,44.45444,-73.87596,2136,TRUE,Assist/own power,1,FALSE,Forest Preserve,Taylor Pond Wild Forest,CLINTON,BLACK BROOK,TRUE,FALSE,9/7/2015,5:30 AM,12,206,POINT (-73.87596 44.45444),2038
NY-2015-WS-250,5,Rescue,9/7/2015,12:00 PM,1,F,18,NY,US,Hiking,Injured,44.21424,-73.85989,3750,TRUE,Aircraft evacuation,2,TRUE,Forest Preserve,High Peaks Wilderness,ESSEX,NORTH ELBA,TRUE,FALSE,9/7/2015,2:30 AM,442,271,POINT (-73.85989 44.21424),2084
NY-2015-WS-249,5,Search,9/7/2015,12:40 PM,1,M,21,NY,US,Hiking,Overdue,44.02606,-73.83825,2030,TRUE,Assist/own power,1,FALSE,State Forests,eastern high peeks,ESSEX,NORTH HUDSON,TRUE,FALSE,9/9/2015,6:55 AM,429,136,POINT (-73.83825 44.02606),2084
NY-2015-WS-249,5,Search,9/7/2015,12:40 PM,2,M,17,NY,US,Hiking,Overdue,44.02606,-73.83825,2030,TRUE,Assist/own power,1,FALSE,State Forests,eastern high peeks,ESSEX,NORTH HUDSON,TRUE,FALSE,9/9/2015,6:55 AM,429,136,POINT (-73.83825 44.02606),2084
NY-2015-WS-249,5,Search,9/7/2015,12:40 PM,3,M,20,NY,US,Hiking,Overdue,44.02606,-73.83825,2030,TRUE,Assist/own power,1,FALSE,State Forests,eastern high peeks,ESSEX,NORTH HUDSON,TRUE,FALSE,9/9/2015,6:55 AM,429,136,POINT (-73.83825 44.02606),2084
NY-2015-WS-248,3,Rescue,9/4/2015,1:00 AM,1,M,59,NJ,US,Hiking,Illness,41.21722,-74.31288,1104,TRUE,Assist/own power; Vehicle/boat evacuation,2,TRUE,Federal Land,NA,ORANGE,WARWICK,FALSE,FALSE,9/4/2015,4:00 AM,885,1505,POINT (-74.31288 41.21722),2134
NY-2015-WS-247,3,Search,9/4/2015,4:20 AM,1,M,49,PA,US,Biking,Lost,41.56397,-74.67497,1400,TRUE,Assist/own power,1,TRUE,Other DEC Land,Neversink River UA,SULLIVAN,FORESTBURGH,FALSE,FALSE,9/4/2015,7:15 AM,658,1094,POINT (-74.67497 41.56397),2180
NY-2015-WS-246,3,Rescue,9/1/2015,6:00 AM,1,M,25,NY,US,Camping,Injured,42.0966,-74.089,2107,FALSE,Assist/own power,1,TRUE,Forest Preserve,Overlook WF,ULSTER,WOODSTOCK,FALSE,TRUE,9/1/2015,9:30 AM,406,84,POINT (-74.089 42.09660000000001),2182
NY-2015-WS-245,1,Rescue,9/2/2015,1:30 AM,2,M,8,NY,US,Biking,Lost,40.86474,-72.73434,128,TRUE,Vehicle/boat evacuation,2,TRUE,State Forests,Otis Pike Preserve,SUFFOLK,BROOKHAVEN,FALSE,FALSE,9/3/2015,12:00 PM,1022,1534,POINT (-72.73434 40.86474),2179
NY-2015-WS-245,1,Rescue,9/2/2015,1:30 AM,1,M,45,NY,US,Biking,Lost,40.86474,-72.73434,128,TRUE,Vehicle/boat evacuation,2,TRUE,State Forests,Otis Pike Preserve,SUFFOLK,BROOKHAVEN,FALSE,FALSE,9/3/2015,12:00 PM,1022,1534,POINT (-72.73434 40.86474),2179
NY-2015-WS-244,5,Search,9/2/2015,10:30 AM,1,M,22,QC,CA,Hiking,Lost,44.40022,-73.88535,2538,TRUE,Vehicle/boat evacuation,1,FALSE,Forest Preserve,Whiteface Mountain Ski Center,ESSEX,WILMINGTON,TRUE,FALSE,9/3/2015,2:15 AM,417,340,POINT (-73.88535 44.40022),2084
NY-2015-WS-244,5,Search,9/2/2015,10:30 AM,2,F,22,QC,CA,Hiking,Lost,44.40022,-73.88535,2538,TRUE,Vehicle/boat evacuation,1,FALSE,Forest Preserve,Whiteface Mountain Ski Center,ESSEX,WILMINGTON,TRUE,FALSE,9/3/2015,2:15 AM,417,340,POINT (-73.88535 44.40022),2084
NY-2015-WS-243,4,Search,9/2/2015,7:45 AM,1,F,28,NY,US,Hiking,Lost,42.18532,-74.05386,2173,TRUE,,1,TRUE,Forest Preserve,Catskill State Park,GREENE,HUNTER,FALSE,TRUE,9/3/2015,12:15 PM,755,187,POINT (-74.05386000000001 42.18532),2087
NY-2015-WS-243,4,Search,9/2/2015,7:45 AM,5,F,3,NY,US,Hiking,Lost,42.18532,-74.05386,2173,TRUE,,1,TRUE,Forest Preserve,Catskill State Park,GREENE,HUNTER,FALSE,TRUE,9/3/2015,12:15 PM,755,187,POINT (-74.05386000000001 42.18532),2087
NY-2015-WS-243,4,Search,9/2/2015,7:45 AM,3,F,5,NY,US,Hiking,Lost,42.18532,-74.05386,2173,TRUE,,1,TRUE,Forest Preserve,Catskill State Park,GREENE,HUNTER,FALSE,TRUE,9/3/2015,12:15 PM,755,187,POINT (-74.05386000000001 42.18532),2087
NY-2015-WS-243,4,Search,9/2/2015,7:45 AM,6,M,1,NY,US,Hiking,Lost,42.18532,-74.05386,2173,TRUE,,1,TRUE,Forest Preserve,Catskill State Park,GREENE,HUNTER,FALSE,TRUE,9/3/2015,12:15 PM,755,187,POINT (-74.05386000000001 42.18532),2087
NY-2015-WS-243,4,Search,9/2/2015,7:45 AM,2,M,28,NY,US,Hiking,Lost,42.18532,-74.05386,2173,TRUE,,1,TRUE,Forest Preserve,Catskill State Park,GREENE,HUNTER,FALSE,TRUE,9/3/2015,12:15 PM,755,187,POINT (-74.05386000000001 42.18532),2087
NY-2015-WS-243,4,Search,9/2/2015,7:45 AM,4,M,4,NY,US,Hiking,Lost,42.18532,-74.05386,2173,TRUE,,1,TRUE,Forest Preserve,Catskill State Park,GREENE,HUNTER,FALSE,TRUE,9/3/2015,12:15 PM,755,187,POINT (-74.05386000000001 42.18532),2087
NY-2015-WS-242,5,Search,9/1/2015,6:10 AM,1,M,52,NY,US,Hiking,Lost,43.55881,-73.58478,740,TRUE,Assist/own power,2,TRUE,Forest Preserve,Lake George Wild Forest,WASHINGTON,FORT ANN,TRUE,FALSE,9/2/2015,12:00 PM,727,91,POINT (-73.58478 43.55881),2184
NY-2015-WS-242,5,Search,9/1/2015,6:10 AM,2,F,18,NY,US,Hiking,Lost,43.55881,-73.58478,740,TRUE,Assist/own power,2,TRUE,Forest Preserve,Lake George Wild Forest,WASHINGTON,FORT ANN,TRUE,FALSE,9/2/2015,12:00 PM,727,91,POINT (-73.58478 43.55881),2184
NY-2015-WS-241,4,Rescue,8/31/2015,2:00 AM,1,F,28,NJ,US,Hiking,Illness,42.3101,-74.14955,3284,TRUE,Assist/own power,4,TRUE,Forest Preserve,Windham Blackhead Wilderness Area,GREENE,WINDHAM,FALSE,TRUE,8/31/2015,9:10 AM,750,189,POINT (-74.14955 42.3101),2087
NY-2015-WS-240,5,Rescue,8/30/2015,7:45 AM,1,F,29,NY,US,Hiking,Injured,44.14537,-73.73296,2919,TRUE,Carry out by foot,1,FALSE,Forest Preserve,Giant Wilderness Area,ESSEX,KEENE,TRUE,FALSE,8/30/2015,10:25 AM,442,272,POINT (-73.73296 44.14537),2084
